country,dim_code,dimension,primary_source_url,coder2_level(0-4),coder2_evidence_grade(H/M/L),coder2_justification,coder2_extra_source(optional)
Jordan,B1,Indigenous PQC primitive,https://thesai.org/Downloads/Volume16No4/Paper_62-Designing_Quantum_Resilient_Blockchain_Frameworks.pdf,0,L,The IJACSA paper is an architectural integration of existing PQC/QKD/QRNG (no new primitive) and its listed authors show no Jordanian affiliation on the publisher page; no Jordanian PQC research artifact found.,https://thesai.org/Publications/ViewPaper?Volume=16&Issue=4&Code=IJACSA&SerialNo=62
Jordan,B2,PQC implementation control,https://www.encryptionconsulting.com/pqc-migration-deadlines-by-country/,0,M,"The provided page does not mention Jordan; the Central Bank of Jordan's Jan 2026 roadmap is a phased migration plan (inventory, governance, sandbox pilots) with no domestic implementation, so imports only.",https://www.petra.gov.jo/Include/InnerPage.jsp?ID=79851&lang=en&name=en_news
Jordan,B3,PQC validation & evaluation,https://thesai.org/Downloads/Volume16No4/Paper_62-Designing_Quantum_Resilient_Blockchain_Frameworks.pdf,0,L,"The CBJ roadmap calls for future pilot testing in non-operational environments (planned, not operational) and the cited paper is not Jordanian evaluation work; no national PQC evaluation activity evidenced.",https://thequantuminsider.com/2026/01/05/central-bank-of-jordan-releases-road-map-to-prepare-for-quantum-transition/
Oman,B1,Indigenous PQC primitive,https://postquantum.com/quantum-computing/quantum-middle-east/,1,L,"The provided article does not cover Oman; a Sultan Qaboos University co-author appears on the Scientific Reports ML-KEM/ML-DSA IIoT paper, evidencing domestic research on foreign schemes only.",https://www.nature.com/articles/s41598-025-28413-8
Oman,B2,PQC implementation control,https://postquantum.com/quantum-computing/quantum-middle-east/,0,L,Only a foreign vendor deployment (ABB quantum-safe encryption for Oman's power network) is reported; no domestic PQC implementation found.,https://new.abb.com/news/detail/40709/abbs-quantum-safe-encryption-helps-secure-omans-power-network
Oman,B3,PQC validation & evaluation,https://postquantum.com/quantum-computing/quantum-middle-east/,0,L,A 'Quantum Cybersecurity Center' appears only as an investment-opportunity prospectus on cert.gov.om (PDF unreadable); no PQC evaluation activity evidenced.,https://cert.gov.om/librarys/investment/Quantum%20Cybersecurity%20Center.pdf
Kuwait,B1,Indigenous PQC primitive,https://postquantum.com/quantum-computing/quantum-middle-east/,0,L,The provided article does not discuss Kuwait; searches found no Kuwaiti PQC research artifact or scheme.,
Kuwait,B2,PQC implementation control,https://postquantum.com/quantum-computing/quantum-middle-east/,0,L,No Kuwaiti PQC implementation found; secondary sources describe Kuwait as observing regional quantum agendas.,https://quantumgate.ae/post-quantum-cryptography-how-governments-worldwide-are-shaping-the-transition-ahead
Kuwait,B3,PQC validation & evaluation,https://postquantum.com/quantum-computing/quantum-middle-east/,0,L,No national PQC evaluation or certification activity found.,
Iraq,B1,Indigenous PQC primitive,https://etasr.com/index.php/ETASR/article/view/10141,1,M,"The ETASR paper (University of Babylon) is a review of lightweight PQC (Kyber, NTRU); Iraqi journals show further survey and IoT-framework papers on foreign schemes, no indigenous primitive.",https://www.ijs.uobaghdad.edu.iq/index.php/eijs/article/view/8635
Iraq,B2,PQC implementation control,https://etasr.com/index.php/ETASR/article/view/10141,0,L,Review paper only; no domestic PQC implementation or library found.,
Iraq,B3,PQC validation & evaluation,https://etasr.com/index.php/ETASR/article/view/10141,1,L,"Academic evaluation papers only (e.g., UHD Journal 'Evaluating Algorithm Resilience'); no national PQC evaluation activity.",https://journals.uhd.edu.iq/index.php/uhdjst/article/view/1408
Lebanon,B1,Indigenous PQC primitive,https://www.researchgate.net/publication/399393461_Institutional_Approaches_to_Post-Quantum_Cryptography_A_Comparative_Analysis_of_Migration_Frameworks,1,L,"ResearchGate returned 403; search snippets attribute the comparative migration-frameworks paper to Beirut Arab University and AUB authors, and AUB applied-cryptography courses cover PQC, so domestic research on foreign schemes only.",https://symbolic.software/blog/2026-07-22-why-i-teach-cryptography-in-lebanon/
Lebanon,B2,PQC implementation control,https://www.researchgate.net/publication/399393461_Institutional_Approaches_to_Post-Quantum_Cryptography_A_Comparative_Analysis_of_Migration_Frameworks,0,L,Only student course implementations of hybrid PQ systems are reported; no maintained domestic PQC implementation found.,https://symbolic.software/blog/2026-03-23-applied-cryptography-summer/
Lebanon,B3,PQC validation & evaluation,https://www.researchgate.net/publication/399393461_Institutional_Approaches_to_Post-Quantum_Cryptography_A_Comparative_Analysis_of_Migration_Frameworks,1,L,The cited work is an academic comparative analysis of migration frameworks; no national PQC evaluation activity found.,
Kenya,B1,Indigenous PQC primitive,https://techtrendske.co.ke/2025/02/18/kenya-quantum-resistant-cryptography-awareness/,0,L,TechTrends article reports awareness discussions only; no Kenyan PQC research artifact or scheme found.,
Kenya,B2,PQC implementation control,https://techtrendske.co.ke/2025/02/18/kenya-quantum-resistant-cryptography-awareness/,0,M,"Article states Kenya has no PQC mandate and the national PKI still uses conventional cryptography; no domestic PQC implementation found (Kenyan members of the Mauritius-led cyberstorm.mu team are credited to that project, not Kenya).",https://www.ietf.org/blog/open-source-software-post-quantum-cryptography-from-africa/
Kenya,B3,PQC validation & evaluation,https://techtrendske.co.ke/2025/02/18/kenya-quantum-resistant-cryptography-awareness/,0,L,No national PQC evaluation or certification activity found.,
Nigeria,B1,Indigenous PQC primitive,https://techtrendske.co.ke/2025/02/18/kenya-quantum-resistant-cryptography-awareness/,0,L,The Kenyan article mentions Nigeria only as discussing policy frameworks; no Nigerian PQC research artifact or scheme found.,
Nigeria,B2,PQC implementation control,https://www.encryptionconsulting.com/pqc-migration-deadlines-by-country/,0,L,The provided page does not mention Nigeria; searches found no NITDA/ONSA PQC policy artifact or domestic implementation.,
Nigeria,B3,PQC validation & evaluation,https://www.encryptionconsulting.com/pqc-migration-deadlines-by-country/,0,L,No national PQC evaluation or certification activity found.,
Namibia,B1,Indigenous PQC primitive,no public PQC record,0,L,No public PQC record found in searches (only continental Africa Quantum Consortium coverage).,https://thequantuminsider.com/2026/07/25/inside-africas-coordinated-race-to-secure-a-post-quantum-future/
Namibia,B2,PQC implementation control,no public PQC record,0,L,No public PQC implementation record found.,
Namibia,B3,PQC validation & evaluation,no public PQC record,0,L,No public PQC evaluation record found.,
Mauritius,B1,Indigenous PQC primitive,no public PQC record,0,L,No indigenous PQC scheme or PQC research artifact found.,
Mauritius,B2,PQC implementation control,no public PQC record,1,M,"IETF blog (Apr 2025) documents the Mauritius-based cyberstorm.mu team adding ML-KEM hybrid (SECP384r1MLKEM1024) support to GnuTLS and PQC support to nmap, zmap and wireshark, i.e., contributions to foreign libraries rather than a domestic implementation.",https://www.ietf.org/blog/open-source-software-post-quantum-cryptography-from-africa/
Mauritius,B3,PQC validation & evaluation,no public PQC record,0,L,No national PQC evaluation or certification activity found.,
United States,B1,Indigenous PQC primitive,https://csrc.nist.gov/projects/post-quantum-cryptography,4,M,"FIPS 203/204/205 are US national standards and their multinational design teams include US-based designers (Shi Bai at FAU and Tancrede Lepoint on Dilithium; Hoffstein, Whyte and Zhang on Falcon), so authorship credit is partial rather than wholly US.",https://www.math.fau.edu/news/shi-bai-nist-cryptography/index.php
United States,B2,PQC implementation control,https://openquantumsafe.org/,4,H,"Beyond liboqs (Linux Foundation PQCA), AWS-LC ships ML-KEM inside its FIPS module and BoringSSL/Cloudflare CIRCL are US production implementations with CAVP-validated PQC algorithms, i.e. a full domestic implementation and toolchain.",https://github.com/aws/aws-lc/blob/main/crypto/fipsmodule/PQREADME.md
United States,B3,PQC validation & evaluation,https://www.nist.gov/news-events/news/2026/05/nine-candidates-advance-third-round-additional-digital-signatures-pqc,4,H,NIST runs the authoritative PQC evaluation programme (third-round selection May 2026 per IR 8610) and CMVP/CAVP validate FIPS 203/204/205 implementations under SP 800-140C/D.,https://csrc.nist.gov/projects/cryptographic-module-validation-program/fips-140-3-ig-announcements
South Korea,B1,Indigenous PQC primitive,https://pqshield.com/south-korea-announces-winners-of-kpqc-competition/,3,M,"KpqC (NIS/NSR) selected the Korean-designed HAETAE, AIMer, SMAUG-T and NTRU+ in January 2025, but the KS national standard is still described as ongoing on the algorithm site, so the scheme is published and selected rather than nationally standardized.",https://kpqc.cryptolab.co.kr/
South Korea,B2,PQC implementation control,https://kpqc.cryptolab.co.kr/,3,M,"Official reference code for HAETAE/SMAUG-T is published and Korean vendors (Hancom Wide Jan 2025, XGate Apr 2026, ITCEN PNS Jul 2026) hold KCMVP-validated PQC modules, indicating domestic production implementations.",https://www.dataeconomy.co.kr/news/articleView.html?idxno=42583
South Korea,B3,PQC validation & evaluation,https://www.dataeconomy.co.kr/news/articleView.html?idxno=42583,3,M,"The national KCMVP programme validates PQC modules (three certified by July 2026) and a 2026 verification of seven algorithms is planned, a national certification capability but not yet a mature authoritative programme.",https://postquantum.com/post-quantum/pqc-migration-global-divergence/
United Kingdom,B1,Indigenous PQC primitive,https://pqshield.com/falcon-a-post-quantum-signature-scheme/,3,M,"UK designers contributed to schemes submitted to NIST (Post-Quantum Ltd and Royal Holloway's NTS-KEM merged into Classic McEliece; PQShield on Falcon), but no UK national PQC standard exists and the schemes are multinational.",https://pressat.co.uk/releases/post-quantums-algorithm-is-finalist-in-nists-post-quantum-cryptography-competition-fb79d1c70951d74663ed67c8c7e74001/
United Kingdom,B2,PQC implementation control,https://pqshield.com/,3,H,"UK-based PQShield ships PQCryptoLib-Core with FIPS 140-3 certification and CAVP-listed ML-KEM/ML-DSA plus hardware IP, i.e. domestic hardened production implementations.",https://pqshield.com/pqshield-achieves-first-fips-140-3-certification/
United Kingdom,B3,PQC validation & evaluation,https://www.ncsc.gov.uk/collection/ncsc-annual-review-2025/chapter-03-keeping-pace-with-evolving-technology/migrating-to-post-quantum-cryptography,2,M,"NCSC runs a PQC consultancy assurance pilot (ACSC PQC standard) and migration guidance, a national PQC evaluation activity, but no national PQC product testing or certification scheme was found.",https://www.ncsc.gov.uk/schemes/assured-cyber-security-consultancy/pqc-pilot
Singapore,B1,Indigenous PQC primitive,https://postquantum.com/post-quantum/sovereignty-quantum-pqc/,1,M,"The primary source only says Singapore references NIST; NTU Temasek Labs publishes side-channel analyses of NIST lattice schemes, so domestic research on foreign schemes with no indigenous candidate found.",https://www.prasanna-ravi.com/
Singapore,B2,PQC implementation control,https://postquantum.com/post-quantum/sovereignty-quantum-pqc/,1,L,"CSA's Quantum-Safe Migration Handbook adopts NIST algorithms as the baseline and no domestic PQC library or product implementation was found; national activity is mostly QKD (NQSN), which does not count.",https://www.csa.gov.sg/resources/publications/quantum-safe-handbook-and-quantum-readiness-index/
Singapore,B3,PQC validation & evaluation,https://postquantum.com/post-quantum/sovereignty-quantum-pqc/,1,L,"CSA publishes a handbook and self-assessment Quantum Readiness Index, and an IBM-SIT Quantum-Safe Centre for testing is only planned for end 2026, so no operational national PQC evaluation was verified.",https://www.crnasia.com/news/2026/cybersecurity/ibm-and-sit-to-launch-quantum-safe-cybersecurity-center-in-s
Turkey,B1,Indigenous PQC primitive,https://www.semanticscholar.org/paper/Submission-to-NIST-%E2%80%99-s-post-quantum-project-:-Name-Bindel/85bbde6ce6e24add35ee6b62a443b2c1e252ba98,3,H,"qTESLA was submitted to the NIST PQC process with Turkish co-designers Sedat Akleylek (Ondokuz Mayis) and Erdem Alkim (Ege), per the NIST submission and presentation; the primary page fetch returned empty so the NIST presentation was used.",https://csrc.nist.gov/CSRC/media/Presentations/qTesla/images-media/qTESLA-April2018.pdf
Turkey,B2,PQC implementation control,https://cisec.sabanciuniv.edu/,2,L,"Sabanci CISEC develops its own FPGA/hardware implementations of lattice schemes such as Kyber, a domestic academic implementation of standard schemes, but no production or hardened domestic PQC library was verified.",
Turkey,B3,PQC validation & evaluation,https://en.bilgem.tubitak.gov.tr/en/uekae/,1,L,"UEKAE page fetch failed; TUBITAK BILGEM established a Quantum Technologies Division in 2023 with PQC research interests but no public PQC evaluation or certification artifact was found, so academic analysis only.",https://en.bilgem.tubitak.gov.tr/en/quantum-technologies/
Russia,B1,Indigenous PQC primitive,https://link.springer.com/article/10.1007/s11416-024-00520-6,3,H,"Hypericum (QApp, 2024 journal paper) and Shipovnik/Codiaeum/Zemlyanika are indigenous schemes published and proposed to TC26 for standardization; no adopted national PQC standard was found as of the sources.",https://postquantum.com/post-quantum/sovereignty-quantum-pqc/
Russia,B2,PQC implementation control,https://github.com/QAPP-tech/shipovnik_tc26,2,M,"QApp maintains an open C implementation of Shipovnik developed with Kryptonite under TC26 coordination (Streebog-based, KAT support), a domestic implementation of a candidate scheme rather than a hardened product.",
Russia,B3,PQC validation & evaluation,https://postquantum.com/post-quantum/sovereignty-quantum-pqc/,2,M,Secondary reporting describes a TC26 working group (since 2017/2019) and the National Technology Center for Digital Cryptography evaluating candidate algorithms in a competition-like process; no certification programme output verified.,https://postquantum.com/post-quantum/cryptography-pqc-nist/
Switzerland,B1,Indigenous PQC primitive,https://pq-crystals.org/,3,H,"Kyber and Dilithium were co-designed by IBM Research Zurich researchers (Lyubashevsky, Seiler) and submitted to NIST, but Switzerland has no national PQC standard, so the indicator met is submission to an international process.",https://research.ibm.com/blog/nist-quantum-safe-protocols
Switzerland,B2,PQC implementation control,https://research.ibm.com/blog/nist-quantum-safe-protocols,3,M,"Swiss vendors ship production PQC implementations (Kudelski IoT ML-KEM/ML-DSA security IP; Securosys Primus HSM with native PQC), alongside IBM Zurich's work, per vendor announcements.",https://www.kudelski-iot.com/news/kudelski-iot-launches-quantum-resistant-security-ip-future-proofing-semiconductors-against-emerging-quantum-threats
Switzerland,B3,PQC validation & evaluation,https://www.ncsc.admin.ch/dam/ncsc/en/dokumente/strategie/cyberstrategie-ncs/Bericht-zur-Umsetzung-der-NCS_2024-EN.pdf.download.pdf/Bericht-zur-Umsetzung-der-NCS_2024-EN.pdf,1,L,"The NCS report PDF could not be fetched (redirect then 502); public record shows NCSC/BACS recommendations and FINMA Guidance 05/2026 roadmap expectations, but no national PQC evaluation or testing programme was found.",https://www.ey.com/en_ch/insights/cybersecurity/finma-guidance-on-quantum-computing-risk
Ukraine,B1,Indigenous PQC primitive,https://link.springer.com/article/10.1007/s10559-025-00800-z,4,M,"Ukraine has national standards for indigenous lattice schemes, DSTU 8961:2019 (Skelya KEM/encryption) and DSTU 9212:2023 (Vershyna signature), per the Gorbenko and Kandii article and Kharkiv publications; standard texts themselves were not viewed.",https://rt.nure.ua/article/view/239518
Ukraine,B2,PQC implementation control,https://journals.chnu.edu.ua/sisiot/article/view/7,1,L,"The primary source covers FPGA implementations of symmetric standards DSTU 7624/8845, not PQC; no verified domestic production implementation of Skelya/Vershyna was found, so scored low.",
Ukraine,B3,PQC validation & evaluation,https://link.springer.com/article/10.1007/s10559-025-00800-z,2,M,"National standardization of Skelya and Vershyna implies a national evaluation activity, and Karazin University groups publish security analyses of DSTU 8961 in ROM/QROM models; no PQC certification capability was verified.",https://rt.nure.ua/article/view/318798
Vietnam,B1,Indigenous PQC primitive,https://en.nhandan.vn/viet-nam-unveils-breakthroughs-in-postquantum-cryptography-and-security-standards-post158972.html,2,H,"The Government Cipher Committee introduced the hash-based VN-PQSign in February 2026 as a draft TCVN candidate; a public specification or international submission was not found, so it is a candidate proposed.",https://bcy.gov.vn/tin-tuc-su-kien/hoi-thao-gioi-thieu-thuat-toan-chu-ky-so-khang-luong-tu-vn-pqsign-cua-ban-co-yeu-chinh-phu-va-le-929103
Vietnam,B2,PQC implementation control,https://natlawreview.com/press-releases/post-quantum-cryptography-migration-gains-urgency-vietnam-regulatory,1,L,"The source is a vendor press release finding Vietnamese organisations still on RSA/ECC with no PQC migration; the EAL5+ certified Lotus GovID product is classical, and no domestic PQC library was verified.",https://en.nhandan.vn/viet-nam-unveils-breakthroughs-in-postquantum-cryptography-and-security-standards-post158972.html
Vietnam,B3,PQC validation & evaluation,https://natlawreview.com/press-releases/post-quantum-cryptography-migration-gains-urgency-vietnam-regulatory,1,L,"Evaluation and peer review of VN-PQSign is announced for 2026 and the ACR Lab was just launched; nothing operational beyond academic analysis was verified, and the primary source describes a foreign vendor's validation platform.",https://viasm.edu.vn/hdkh/hoi-thao-vn-pqsign-va-le-ra-mat-acr-lab
Taiwan,B1,Indigenous PQC primitive,https://www.iis.sinica.edu.tw/en/page/ResearchOverview/KeyProjects/Post-QuantumCryptography.html,3,H,"Academia Sinica researchers co-designed NIST submissions (Classic McEliece, NTRU Prime, Rainbow, SPHINCS+) and Taiwanese teams field SNOVA and UOV in the on-ramp third round; no Taiwanese national standard exists.",https://snova.pqclab.org/
Taiwan,B2,PQC implementation control,https://newtalk.tw/news/view/2026-09-03/1057613,3,M,"ITRI and Quagga Security completed a general-purpose PQC chip supporting FIPS 203/204/205 (September 2026) and Academia Sinica maintains optimized PQC implementations, indicating domestic production implementations.",https://www.taiwannews.com.tw/news/6231595
Taiwan,B3,PQC validation & evaluation,https://www.iis.sinica.edu.tw/en/page/ResearchOverview/KeyProjects/Post-QuantumCryptography.html,2,M,"MODA's five-year PQC plan funds solution research and verification with a PQC industry alliance and migration guidelines, a national evaluation activity, but no national PQC certification or testing scheme was verified.",https://moda.gov.tw/en/ADI/news/latest-news/19600
UAE,B1,Indigenous PQC primitive,https://pqcnist.tii.ae/,3,H,"TII's official page states it contributed to HQC and to NIST on-ramp candidates including SDitH and SQIsign in round 3, i.e. indigenous co-designed schemes submitted to an international process; no UAE national PQC standard.",
UAE,B2,PQC implementation control,https://www.atrc.gov.ae/news/uae-cyber-security-council-partners-atrc-advance-national-post-quantum-security-transition,3,H,"ATRC states TII develops national cryptographic libraries including PQC algorithms (C library with FPGA implementation, integrated into products since 2021), commercialised via VentureOne, a domestic production implementation.",https://www.tii.ae/news/abu-dhabis-tii-unveils-first-post-quantum-cryptography-library-uae
UAE,B3,PQC validation & evaluation,https://www.atrc.gov.ae/news/uae-cyber-security-council-partners-atrc-advance-national-post-quantum-security-transition,2,M,"TII's Security Laboratory performs cryptographic compliance testing against national requirements and TII publishes PQ-SORT tests and CryptographicEstimators, a national evaluation activity; no PQC-specific certification scheme verified.",https://pqsort.tii.ae/
Saudi Arabia,B1,Indigenous PQC primitive,https://thequantuminsider.com/2026/08/31/pasqal-kacst-quantum-research-saudi-arabia/,1,L,"The KACST-Pasqal agreement (August 2026) only plans to design and test quantum-safe algorithms; no indigenous scheme or candidate exists, so domestic research at most.",https://quantumcomputingreport.com/pasqal-and-kacst-partner-to-advance-post-quantum-cryptography-in-saudi-arabia/
Saudi Arabia,B2,PQC implementation control,https://thequantuminsider.com/2026/08/31/pasqal-kacst-quantum-research-saudi-arabia/,0,L,"No public Saudi PQC implementation or library was found; the partnership foresees future commercial PQC offerings with a foreign vendor, which does not meet any implementation indicator yet.",
Saudi Arabia,B3,PQC validation & evaluation,https://quantumcomputingreport.com/pasqal-and-kacst-partner-to-advance-post-quantum-cryptography-in-saudi-arabia/,1,L,"Testing of quantum-safe solutions at KACST's NCQT is announced, not operational; no national PQC evaluation output found.",
Qatar,B1,Indigenous PQC primitive,https://arxiv.org/pdf/2512.12904,0,L,"The cited arXiv paper (OptHQC) shows no Qatar affiliation and optimizes a foreign scheme; searches found QKD activity (QC2, Ooredoo) but no Qatari PQC research or candidate, so nothing verifiable.",
Qatar,B2,PQC implementation control,https://arxiv.org/pdf/2512.12904,0,L,"No Qatari PQC implementation found; the cited paper is not Qatar-affiliated and national quantum-safe activity is QKD-based, which does not count.",
Qatar,B3,PQC validation & evaluation,https://emudhra.com/en/blog/quantum-ready-key-management-for-qatar-enterprises,0,L,Vendor blog only says Qatari regulators are evaluating PQC guidelines; no national PQC evaluation activity or lab was found.,
Tunisia,B1,Indigenous PQC primitive,https://link.springer.com/book/10.1007/978-3-031-37679-5,1,L,"The cited book is AfricaCrypt 2023 proceedings (conference hosted in Tunisia); hosting a conference and university research groups indicate domestic research only, with no Tunisian scheme found.",https://infosec-conferences.com/event/20260708-africacrypt-2026/
Tunisia,B2,PQC implementation control,https://thequantuminsider.com/2026/07/25/inside-africas-coordinated-race-to-secure-a-post-quantum-future/,0,L,The article mentions Tunisian university hubs in quantum information science only; no Tunisian PQC implementation or library found.,
Tunisia,B3,PQC validation & evaluation,https://link.springer.com/book/10.1007/978-3-032-31130-6,1,L,AfricaCrypt 2026 (Hammamet) proceedings evidence academic cryptanalysis activity in Tunisia; no national PQC evaluation activity found.,
South Africa,B1,Indigenous PQC primitive,https://journal-isi.org/index.php/isi/article/view/1423,1,M,"The cited paper is a readiness study of South African healthcare PQC adoption; SA QuTI universities focus on quantum communication (QKD); domestic research only, no indigenous scheme.",https://www.telecomreviewafrica.com/articles/features/12433-rainbow-nation-to-quantum-nation-south-african-telecoms-quantum-safe-cryptography-era/
South Africa,B2,PQC implementation control,https://www.telecomreviewafrica.com/articles/features/12433-rainbow-nation-to-quantum-nation-south-african-telecoms-quantum-safe-cryptography-era/,0,L,"The article states MTN, Vodacom and Telkom have not deployed PQC; the concrete deployment (QuantumCity Durban) is QKD, which does not count, so no PQC implementation evidenced.",
South Africa,B3,PQC validation & evaluation,https://journal-isi.org/index.php/isi/article/view/1423,1,L,Only academic readiness analysis found; ICASA framework updates are mentioned but no national PQC evaluation activity verified.,
Senegal,B1,Indigenous PQC primitive,https://eprint.iacr.org/2017/1037,3,H,"DAGS (eprint 2017/1037) was a NIST PQC round-1 submission co-designed by UCAD's LACGAA group (Gueye, Dione, N'diaye, Boidje, Klamti), an indigenous scheme submitted to an international process.",https://www.researchgate.net/profile/Cheikh-Thiecoumba-Gueye
Senegal,B2,PQC implementation control,https://www.dags-project.org/,1,L,"dags-project.org could not be fetched (expired certificate); the DAGS team published reference code for its own candidate, but no domestic implementation of standard PQC schemes was found.",https://eprint.iacr.org/2018/1203
Senegal,B3,PQC validation & evaluation,https://eprint.iacr.org/2018/1203,1,H,DAGS Reloaded (eprint 2018/1203) is academic re-parameterization/analysis by the design team; no national evaluation activity exists.,
Rwanda,B1,Indigenous PQC primitive,https://thequantuminsider.com/2026/07/25/inside-africas-coordinated-race-to-secure-a-post-quantum-future/,0,L,"The article only cites AIMS Rwanda's Quantum Leap Africa training in quantum information science, not PQC research; no Rwandan PQC research or scheme found.",
Rwanda,B2,PQC implementation control,no public PQC record,0,L,No public Rwandan PQC implementation found in searches.,
Rwanda,B3,PQC validation & evaluation,no public PQC record,0,L,No public Rwandan PQC evaluation activity found in searches.,
Tanzania,B1,Indigenous PQC primitive,no public PQC record,0,L,"No public Tanzanian PQC research, candidate or scheme found in searches.",
Tanzania,B2,PQC implementation control,no public PQC record,0,L,No public Tanzanian PQC implementation found in searches.,
Tanzania,B3,PQC validation & evaluation,no public PQC record,0,L,No public Tanzanian PQC evaluation activity found in searches.,
Uganda,B1,Indigenous PQC primitive,https://dig.watch/resource/ugandan-national-cybersecurity-strategy-2022-2026,0,L,dig.watch returned 403; the strategy (ega.ee copy) mentions quantum computing only as an emerging risk and contains no PQC research or algorithm activity.,https://ega.ee/wp-content/uploads/2022/08/Ugandan-national-cybersecurity-strategy.pdf
Uganda,B2,PQC implementation control,no public PQC record,0,L,No public Ugandan PQC implementation found in searches.,
Uganda,B3,PQC validation & evaluation,no public PQC record,0,L,No public Ugandan PQC evaluation activity found in searches.,
